speechID,session,nameOfHouse,nameOfMeeting,issue,date,year,speaker,speakerYomi,speakerGroup,speakerPosition,speakerRole,speechURL,meetingURL,pdfURL,keywords_matched,num_keywords,parties_canonical_str,has_joe_party
121614889X00320241219_027,216,参議院,内閣委員会,第3号,2024-12-19,2024,上月良祐,こうづきりょうすけ,自由民主党,,,https://kokkai.ndl.go.jp/txt/121614889X00320241219/27,https://kokkai.ndl.go.jp/txt/121614889X00320241219,https://kokkai.ndl.go.jp/img/121614889X00320241219/6,技能実習;特定技能,2,自由民主党,True
121614889X00320241219_028,216,参議院,内閣委員会,第3号,2024-12-19,2024,赤澤亮正,あかざわりょうせい,自由民主党・無所属の会,内閣府特命担当大臣（経済財政政策）,,https://kokkai.ndl.go.jp/txt/121614889X00320241219/28,https://kokkai.ndl.go.jp/txt/121614889X00320241219,https://kokkai.ndl.go.jp/img/121614889X00320241219/6,技能実習;外国人労働者;外国人材,3,自由民主党;無所属の会,True
121615007X00220241219_269,216,参議院,農林水産委員会,第2号,2024-12-19,2024,寺田静,てらたしずか,各派に属しない議員,,,https://kokkai.ndl.go.jp/txt/121615007X00220241219/269,https://kokkai.ndl.go.jp/txt/121615007X00220241219,https://kokkai.ndl.go.jp/img/121615007X00220241219/42,技能実習,1,各派に属しない議員,False
121615007X00220241219_270,216,参議院,農林水産委員会,第2号,2024-12-19,2024,松本平,,,農林水産省畜産局長,,https://kokkai.ndl.go.jp/txt/121615007X00220241219/270,https://kokkai.ndl.go.jp/txt/121615007X00220241219,https://kokkai.ndl.go.jp/img/121615007X00220241219/43,技能実習;特定技能;外国人材,3,,False
121615206X00320241219_000,216,参議院,法務委員会,第3号,2024-12-19,2024,会議録情報,,,,,https://kokkai.ndl.go.jp/txt/121615206X00320241219/0,https://kokkai.ndl.go.jp/txt/121615206X00320241219,https://kokkai.ndl.go.jp/img/121615206X00320241219/1,技能実習,1,,False
121615206X00320241219_188,216,参議院,法務委員会,第3号,2024-12-19,2024,川合孝典,かわいたかのり,国民民主党・新緑風会,,,https://kokkai.ndl.go.jp/txt/121615206X00320241219/188,https://kokkai.ndl.go.jp/txt/121615206X00320241219,https://kokkai.ndl.go.jp/img/121615206X00320241219/19,技能実習;特定技能,2,国民民主党;新緑風会,True
121615206X00320241219_192,216,参議院,法務委員会,第3号,2024-12-19,2024,川合孝典,かわいたかのり,国民民主党・新緑風会,,,https://kokkai.ndl.go.jp/txt/121615206X00320241219/192,https://kokkai.ndl.go.jp/txt/121615206X00320241219,https://kokkai.ndl.go.jp/img/121615206X00320241219/19,技能実習;外国人労働者;特定技能,3,国民民主党;新緑風会,True
121615206X00320241219_194,216,参議院,法務委員会,第3号,2024-12-19,2024,川合孝典,かわいたかのり,国民民主党・新緑風会,,,https://kokkai.ndl.go.jp/txt/121615206X00320241219/194,https://kokkai.ndl.go.jp/txt/121615206X00320241219,https://kokkai.ndl.go.jp/img/121615206X00320241219/19,技能実習;特定技能,2,国民民主党;新緑風会,True
121615206X00320241219_195,216,参議院,法務委員会,第3号,2024-12-19,2024,鈴木馨祐,すずきけいすけ,自由民主党・無所属の会,法務大臣,,https://kokkai.ndl.go.jp/txt/121615206X00320241219/195,https://kokkai.ndl.go.jp/txt/121615206X00320241219,https://kokkai.ndl.go.jp/img/121615206X00320241219/20,技能実習,1,自由民主党;無所属の会,True
121615206X00320241219_196,216,参議院,法務委員会,第3号,2024-12-19,2024,川合孝典,かわいたかのり,国民民主党・新緑風会,,,https://kokkai.ndl.go.jp/txt/121615206X00320241219/196,https://kokkai.ndl.go.jp/txt/121615206X00320241219,https://kokkai.ndl.go.jp/img/121615206X00320241219/20,技能実習,1,国民民主党;新緑風会,True
121615206X00320241219_197,216,参議院,法務委員会,第3号,2024-12-19,2024,杉山徳明,,,出入国在留管理庁次長,,https://kokkai.ndl.go.jp/txt/121615206X00320241219/197,https://kokkai.ndl.go.jp/txt/121615206X00320241219,https://kokkai.ndl.go.jp/img/121615206X00320241219/20,技能実習,1,,False
121615206X00320241219_198,216,参議院,法務委員会,第3号,2024-12-19,2024,川合孝典,かわいたかのり,国民民主党・新緑風会,,,https://kokkai.ndl.go.jp/txt/121615206X00320241219/198,https://kokkai.ndl.go.jp/txt/121615206X00320241219,https://kokkai.ndl.go.jp/img/121615206X00320241219/20,技能実習,1,国民民主党;新緑風会,True
121615206X00320241219_199,216,参議院,法務委員会,第3号,2024-12-19,2024,鈴木馨祐,すずきけいすけ,自由民主党・無所属の会,法務大臣,,https://kokkai.ndl.go.jp/txt/121615206X00320241219/199,https://kokkai.ndl.go.jp/txt/121615206X00320241219,https://kokkai.ndl.go.jp/img/121615206X00320241219/20,技能実習,1,自由民主党;無所属の会,True
121605206X00420241218_216,216,衆議院,法務委員会,第4号,2024-12-18,2024,金村龍那,かねむらりゅうな,日本維新の会,,,https://kokkai.ndl.go.jp/txt/121605206X00420241218/216,https://kokkai.ndl.go.jp/txt/121605206X00420241218,https://kokkai.ndl.go.jp/img/121605206X00420241218/22,技能実習;特定技能;移民政策,3,日本維新の会,True
121605206X00420241218_218,216,衆議院,法務委員会,第4号,2024-12-18,2024,金村龍那,かねむらりゅうな,日本維新の会,,,https://kokkai.ndl.go.jp/txt/121605206X00420241218/218,https://kokkai.ndl.go.jp/txt/121605206X00420241218,https://kokkai.ndl.go.jp/img/121605206X00420241218/22,技能実習,1,日本維新の会,True
121605206X00420241218_225,216,衆議院,法務委員会,第4号,2024-12-18,2024,鈴木馨祐,すずきけいすけ,自由民主党・無所属の会,法務大臣,,https://kokkai.ndl.go.jp/txt/121605206X00420241218/225,https://kokkai.ndl.go.jp/txt/121605206X00420241218,https://kokkai.ndl.go.jp/img/121605206X00420241218/23,技能実習,1,自由民主党;無所属の会,True
121604260X00120241211_007,216,衆議院,厚生労働委員会,第1号,2024-12-11,2024,福岡資麿,ふくおかたかまろ,自由民主党,厚生労働大臣,,https://kokkai.ndl.go.jp/txt/121604260X00120241211/7,https://kokkai.ndl.go.jp/txt/121604260X00120241211,https://kokkai.ndl.go.jp/img/121604260X00120241211/2,技能実習;外国人労働者,2,自由民主党,True
121614260X00120241210_007,216,参議院,厚生労働委員会,第1号,2024-12-10,2024,福岡資麿,ふくおかたかまろ,自由民主党,厚生労働大臣,,https://kokkai.ndl.go.jp/txt/121614260X00120241210/7,https://kokkai.ndl.go.jp/txt/121614260X00120241210,https://kokkai.ndl.go.jp/img/121614260X00120241210/1,技能実習;外国人労働者,2,自由民主党,True
121615206X00120241210_007,216,参議院,法務委員会,第1号,2024-12-10,2024,鈴木馨祐,すずきけいすけ,自由民主党・無所属の会,法務大臣,,https://kokkai.ndl.go.jp/txt/121615206X00120241210/7,https://kokkai.ndl.go.jp/txt/121615206X00120241210,https://kokkai.ndl.go.jp/img/121615206X00120241210/1,技能実習;特定技能;外国人材;不法滞在,4,自由民主党;無所属の会,True
121605206X00120241206_007,216,衆議院,法務委員会,第1号,2024-12-06,2024,鈴木馨祐,すずきけいすけ,自由民主党・無所属の会,法務大臣,,https://kokkai.ndl.go.jp/txt/121605206X00120241206/7,https://kokkai.ndl.go.jp/txt/121605206X00120241206,https://kokkai.ndl.go.jp/img/121605206X00120241206/1,技能実習;特定技能;外国人材;不法滞在,4,自由民主党;無所属の会,True
121615261X00120241206_154,216,参議院,予算委員会,第1号,2024-12-06,2024,小沼巧,おぬまたくみ,立憲民主・社民・無所属,,,https://kokkai.ndl.go.jp/txt/121615261X00120241206/154,https://kokkai.ndl.go.jp/txt/121615261X00120241206,https://kokkai.ndl.go.jp/img/121615261X00120241206/17,技能実習;外国人材,2,立憲民主党;社会民主党;無所属,True
121305206X02220240619_086,213,衆議院,法務委員会,第22号,2024-06-19,2024,鈴木庸介,すずきようすけ,立憲民主党・無所属,,,https://kokkai.ndl.go.jp/txt/121305206X02220240619/86,https://kokkai.ndl.go.jp/txt/121305206X02220240619,https://kokkai.ndl.go.jp/img/121305206X02220240619/12,技能実習,1,立憲民主党;無所属,True
121305206X02220240619_087,213,衆議院,法務委員会,第22号,2024-06-19,2024,丸山秀治,,,出入国在留管理庁次長,,https://kokkai.ndl.go.jp/txt/121305206X02220240619/87,https://kokkai.ndl.go.jp/txt/121305206X02220240619,https://kokkai.ndl.go.jp/img/121305206X02220240619/12,技能実習,1,,False
121305206X02220240619_088,213,衆議院,法務委員会,第22号,2024-06-19,2024,鈴木庸介,すずきようすけ,立憲民主党・無所属,,,https://kokkai.ndl.go.jp/txt/121305206X02220240619/88,https://kokkai.ndl.go.jp/txt/121305206X02220240619,https://kokkai.ndl.go.jp/img/121305206X02220240619/12,技能実習,1,立憲民主党;無所属,True
121305206X02220240619_106,213,衆議院,法務委員会,第22号,2024-06-19,2024,道下大樹,みちしただいき,立憲民主党・無所属,,,https://kokkai.ndl.go.jp/txt/121305206X02220240619/106,https://kokkai.ndl.go.jp/txt/121305206X02220240619,https://kokkai.ndl.go.jp/img/121305206X02220240619/14,技能実習;外国人労働者;特定技能,3,立憲民主党;無所属,True
121305206X02220240619_107,213,衆議院,法務委員会,第22号,2024-06-19,2024,丸山秀治,,,出入国在留管理庁次長,,https://kokkai.ndl.go.jp/txt/121305206X02220240619/107,https://kokkai.ndl.go.jp/txt/121305206X02220240619,https://kokkai.ndl.go.jp/img/121305206X02220240619/15,技能実習;特定技能,2,,False
121305206X02220240619_108,213,衆議院,法務委員会,第22号,2024-06-19,2024,道下大樹,みちしただいき,立憲民主党・無所属,,,https://kokkai.ndl.go.jp/txt/121305206X02220240619/108,https://kokkai.ndl.go.jp/txt/121305206X02220240619,https://kokkai.ndl.go.jp/img/121305206X02220240619/15,技能実習;出入国管理;特定技能,3,立憲民主党;無所属,True
121305206X02220240619_109,213,衆議院,法務委員会,第22号,2024-06-19,2024,丸山秀治,,,出入国在留管理庁次長,,https://kokkai.ndl.go.jp/txt/121305206X02220240619/109,https://kokkai.ndl.go.jp/txt/121305206X02220240619,https://kokkai.ndl.go.jp/img/121305206X02220240619/15,技能実習;特定技能,2,,False
121305206X02220240619_111,213,衆議院,法務委員会,第22号,2024-06-19,2024,小泉龍司,こいずみりゅうじ,自由民主党・無所属の会,法務大臣,,https://kokkai.ndl.go.jp/txt/121305206X02220240619/111,https://kokkai.ndl.go.jp/txt/121305206X02220240619,https://kokkai.ndl.go.jp/img/121305206X02220240619/15,技能実習,1,自由民主党;無所属の会,True
121315206X01920240618_059,213,参議院,法務委員会,第19号,2024-06-18,2024,牧山ひろえ,まきやまひろえ,立憲民主・社民,,,https://kokkai.ndl.go.jp/txt/121315206X01920240618/59,https://kokkai.ndl.go.jp/txt/121315206X01920240618,https://kokkai.ndl.go.jp/img/121315206X01920240618/5,技能実習,1,立憲民主党;社会民主党,True
121315206X01920240618_061,213,参議院,法務委員会,第19号,2024-06-18,2024,牧山ひろえ,まきやまひろえ,立憲民主・社民,,,https://kokkai.ndl.go.jp/txt/121315206X01920240618/61,https://kokkai.ndl.go.jp/txt/121315206X01920240618,https://kokkai.ndl.go.jp/img/121315206X01920240618/6,技能実習,1,立憲民主党;社会民主党,True
121315206X01920240618_063,213,参議院,法務委員会,第19号,2024-06-18,2024,牧山ひろえ,まきやまひろえ,立憲民主・社民,,,https://kokkai.ndl.go.jp/txt/121315206X01920240618/63,https://kokkai.ndl.go.jp/txt/121315206X01920240618,https://kokkai.ndl.go.jp/img/121315206X01920240618/6,技能実習,1,立憲民主党;社会民主党,True
121315206X01920240618_065,213,参議院,法務委員会,第19号,2024-06-18,2024,牧山ひろえ,まきやまひろえ,立憲民主・社民,,,https://kokkai.ndl.go.jp/txt/121315206X01920240618/65,https://kokkai.ndl.go.jp/txt/121315206X01920240618,https://kokkai.ndl.go.jp/img/121315206X01920240618/6,技能実習,1,立憲民主党;社会民主党,True
121315206X01920240618_066,213,参議院,法務委員会,第19号,2024-06-18,2024,丸山秀治,,,出入国在留管理庁次長,,https://kokkai.ndl.go.jp/txt/121315206X01920240618/66,https://kokkai.ndl.go.jp/txt/121315206X01920240618,https://kokkai.ndl.go.jp/img/121315206X01920240618/6,技能実習,1,,False
121315254X02720240614_000,213,参議院,本会議,第27号,2024-06-14,2024,会議録情報,,,,,https://kokkai.ndl.go.jp/txt/121315254X02720240614/0,https://kokkai.ndl.go.jp/txt/121315254X02720240614,https://kokkai.ndl.go.jp/img/121315254X02720240614/1,技能実習;出入国管理,2,,False
121315254X02720240614_007,213,参議院,本会議,第27号,2024-06-14,2024,尾辻秀久,おつじひでひさ,各派に属しない議員,議長,,https://kokkai.ndl.go.jp/txt/121315254X02720240614/7,https://kokkai.ndl.go.jp/txt/121315254X02720240614,https://kokkai.ndl.go.jp/img/121315254X02720240614/2,技能実習;出入国管理,2,各派に属しない議員,False
121315254X02720240614_008,213,参議院,本会議,第27号,2024-06-14,2024,佐々木さやか,ささきさやか,公明党,,,https://kokkai.ndl.go.jp/txt/121315254X02720240614/8,https://kokkai.ndl.go.jp/txt/121315254X02720240614,https://kokkai.ndl.go.jp/img/121315254X02720240614/2,技能実習;出入国管理;特定技能,3,公明党,True
121315254X02720240614_010,213,参議院,本会議,第27号,2024-06-14,2024,牧山ひろえ,まきやまひろえ,立憲民主・社民,,,https://kokkai.ndl.go.jp/txt/121315254X02720240614/10,https://kokkai.ndl.go.jp/txt/121315254X02720240614,https://kokkai.ndl.go.jp/img/121315254X02720240614/2,技能実習;外国人労働者;出入国管理,3,立憲民主党;社会民主党,True
121315254X02720240614_012,213,参議院,本会議,第27号,2024-06-14,2024,清水貴之,しみずたかゆき,日本維新の会・教育無償化を実現する会,,,https://kokkai.ndl.go.jp/txt/121315254X02720240614/12,https://kokkai.ndl.go.jp/txt/121315254X02720240614,https://kokkai.ndl.go.jp/img/121315254X02720240614/3,技能実習;外国人労働者;出入国管理;特定技能;多文化共生;移民政策,6,日本維新の会;教育無償化を実現する会,True
121315254X02720240614_014,213,参議院,本会議,第27号,2024-06-14,2024,仁比聡平,にひそうへい,日本共産党,,,https://kokkai.ndl.go.jp/txt/121315254X02720240614/14,https://kokkai.ndl.go.jp/txt/121315254X02720240614,https://kokkai.ndl.go.jp/img/121315254X02720240614/4,技能実習;外国人労働者;出入国管理;特定技能,4,日本共産党,True
121315254X02720240614_016,213,参議院,本会議,第27号,2024-06-14,2024,川合孝典,かわいたかのり,国民民主党・新緑風会,,,https://kokkai.ndl.go.jp/txt/121315254X02720240614/16,https://kokkai.ndl.go.jp/txt/121315254X02720240614,https://kokkai.ndl.go.jp/img/121315254X02720240614/5,技能実習;外国人労働者;特定技能,3,国民民主党;新緑風会,True
121315254X02720240614_019,213,参議院,本会議,第27号,2024-06-14,2024,尾辻秀久,おつじひでひさ,各派に属しない議員,議長,,https://kokkai.ndl.go.jp/txt/121315254X02720240614/19,https://kokkai.ndl.go.jp/txt/121315254X02720240614,https://kokkai.ndl.go.jp/img/121315254X02720240614/6,技能実習;出入国管理,2,各派に属しない議員,False
121315206X01820240613_000,213,参議院,法務委員会,第18号,2024-06-13,2024,会議録情報,,,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/0,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/1,技能実習;出入国管理,2,,False
121315206X01820240613_004,213,参議院,法務委員会,第18号,2024-06-13,2024,佐々木さやか,ささきさやか,公明党,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/4,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/1,技能実習;出入国管理,2,公明党,True
121315206X01820240613_006,213,参議院,法務委員会,第18号,2024-06-13,2024,佐々木さやか,ささきさやか,公明党,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/6,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/1,技能実習;出入国管理,2,公明党,True
121315206X01820240613_033,213,参議院,法務委員会,第18号,2024-06-13,2024,福島みずほ,ふくしまみずほ,立憲民主・社民,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/33,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/3,技能実習,1,立憲民主党;社会民主党,True
121315206X01820240613_034,213,参議院,法務委員会,第18号,2024-06-13,2024,小泉龍司,こいずみりゅうじ,自由民主党・無所属の会,法務大臣,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/34,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/3,技能実習,1,自由民主党;無所属の会,True
121315206X01820240613_075,213,参議院,法務委員会,第18号,2024-06-13,2024,清水貴之,しみずたかゆき,日本維新の会・教育無償化を実現する会,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/75,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/6,技能実習,1,日本維新の会;教育無償化を実現する会,True
121315206X01820240613_083,213,参議院,法務委員会,第18号,2024-06-13,2024,清水貴之,しみずたかゆき,日本維新の会・教育無償化を実現する会,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/83,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/8,技能実習;移民政策,2,日本維新の会;教育無償化を実現する会,True
121315206X01820240613_091,213,参議院,法務委員会,第18号,2024-06-13,2024,清水貴之,しみずたかゆき,日本維新の会・教育無償化を実現する会,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/91,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/9,技能実習,1,日本維新の会;教育無償化を実現する会,True
121315206X01820240613_092,213,参議院,法務委員会,第18号,2024-06-13,2024,丸山秀治,,,出入国在留管理庁次長,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/92,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/9,技能実習,1,,False
121315206X01820240613_098,213,参議院,法務委員会,第18号,2024-06-13,2024,川合孝典,かわいたかのり,国民民主党・新緑風会,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/98,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/9,技能実習;特定技能,2,国民民主党;新緑風会,True
121315206X01820240613_100,213,参議院,法務委員会,第18号,2024-06-13,2024,川合孝典,かわいたかのり,国民民主党・新緑風会,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/100,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/9,技能実習;特定技能,2,国民民主党;新緑風会,True
121315206X01820240613_108,213,参議院,法務委員会,第18号,2024-06-13,2024,川合孝典,かわいたかのり,国民民主党・新緑風会,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/108,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/10,技能実習;特定技能,2,国民民主党;新緑風会,True
121315206X01820240613_110,213,参議院,法務委員会,第18号,2024-06-13,2024,川合孝典,かわいたかのり,国民民主党・新緑風会,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/110,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/11,技能実習;特定技能,2,国民民主党;新緑風会,True
121315206X01820240613_169,213,参議院,法務委員会,第18号,2024-06-13,2024,佐々木さやか,ささきさやか,公明党,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/169,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/16,技能実習;出入国管理,2,公明党,True
121315206X01820240613_170,213,参議院,法務委員会,第18号,2024-06-13,2024,清水貴之,しみずたかゆき,日本維新の会・教育無償化を実現する会,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/170,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/16,技能実習;出入国管理,2,日本維新の会;教育無償化を実現する会,True
121315206X01820240613_174,213,参議院,法務委員会,第18号,2024-06-13,2024,仁比聡平,にひそうへい,日本共産党,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/174,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/16,技能実習;出入国管理,2,日本共産党,True
121315206X01820240613_176,213,参議院,法務委員会,第18号,2024-06-13,2024,福島みずほ,ふくしまみずほ,立憲民主・社民,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/176,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/17,技能実習;外国人労働者;出入国管理,3,立憲民主党;社会民主党,True
121315206X01820240613_177,213,参議院,法務委員会,第18号,2024-06-13,2024,清水貴之,しみずたかゆき,日本維新の会・教育無償化を実現する会,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/177,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/18,技能実習,1,日本維新の会;教育無償化を実現する会,True
121315206X01820240613_178,213,参議院,法務委員会,第18号,2024-06-13,2024,仁比聡平,にひそうへい,日本共産党,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/178,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/18,技能実習;外国人労働者,2,日本共産党,True
121315206X01820240613_185,213,参議院,法務委員会,第18号,2024-06-13,2024,佐々木さやか,ささきさやか,公明党,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/185,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/19,技能実習;出入国管理,2,公明党,True
121315206X01820240613_189,213,参議院,法務委員会,第18号,2024-06-13,2024,牧山ひろえ,まきやまひろえ,立憲民主・社民,,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/189,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/19,技能実習;外国人労働者;出入国管理;特定技能;外国人材,5,立憲民主党;社会民主党,True
121315206X01820240613_192,213,参議院,法務委員会,第18号,2024-06-13,2024,小泉龍司,こいずみりゅうじ,自由民主党・無所属の会,法務大臣,,https://kokkai.ndl.go.jp/txt/121315206X01820240613/192,https://kokkai.ndl.go.jp/txt/121315206X01820240613,https://kokkai.ndl.go.jp/img/121315206X01820240613/20,技能実習;出入国管理,2,自由民主党;無所属の会,True
121315206X01720240611_000,213,参議院,法務委員会,第17号,2024-06-11,2024,会議録情報,,,,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/0,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/1,技能実習;出入国管理,2,,False
121315206X01720240611_001,213,参議院,法務委員会,第17号,2024-06-11,2024,佐々木さやか,ささきさやか,公明党,,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/1,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/1,技能実習;出入国管理,2,公明党,True
121315206X01720240611_003,213,参議院,法務委員会,第17号,2024-06-11,2024,佐々木さやか,ささきさやか,公明党,,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/3,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/1,技能実習;出入国管理,2,公明党,True
121315206X01720240611_121,213,参議院,法務委員会,第17号,2024-06-11,2024,福島みずほ,ふくしまみずほ,立憲民主・社民,,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/121,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/14,技能実習,1,立憲民主党;社会民主党,True
121315206X01720240611_138,213,参議院,法務委員会,第17号,2024-06-11,2024,丸山秀治,,,出入国在留管理庁次長,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/138,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/15,技能実習,1,,False
121315206X01720240611_139,213,参議院,法務委員会,第17号,2024-06-11,2024,福島みずほ,ふくしまみずほ,立憲民主・社民,,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/139,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/15,技能実習,1,立憲民主党;社会民主党,True
121315206X01720240611_140,213,参議院,法務委員会,第17号,2024-06-11,2024,丸山秀治,,,出入国在留管理庁次長,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/140,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/16,技能実習,1,,False
121315206X01720240611_158,213,参議院,法務委員会,第17号,2024-06-11,2024,小泉龍司,こいずみりゅうじ,自由民主党・無所属の会,法務大臣,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/158,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/17,技能実習,1,自由民主党;無所属の会,True
121315206X01720240611_163,213,参議院,法務委員会,第17号,2024-06-11,2024,佐々木さやか,ささきさやか,公明党,,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/163,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/18,技能実習;出入国管理,2,公明党,True
121315206X01720240611_197,213,参議院,法務委員会,第17号,2024-06-11,2024,石川博崇,いしかわひろたか,公明党,,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/197,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/21,技能実習,1,公明党,True
121315206X01720240611_206,213,参議院,法務委員会,第17号,2024-06-11,2024,丸山秀治,,,出入国在留管理庁次長,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/206,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/22,技能実習;特定技能,2,,False
121315206X01720240611_207,213,参議院,法務委員会,第17号,2024-06-11,2024,石川博崇,いしかわひろたか,公明党,,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/207,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/23,技能実習;特定技能,2,公明党,True
121315206X01720240611_208,213,参議院,法務委員会,第17号,2024-06-11,2024,丸山秀治,,,出入国在留管理庁次長,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/208,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/23,技能実習;特定技能,2,,False
121315206X01720240611_237,213,参議院,法務委員会,第17号,2024-06-11,2024,丸山秀治,,,出入国在留管理庁次長,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/237,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/25,技能実習,1,,False
121315206X01720240611_238,213,参議院,法務委員会,第17号,2024-06-11,2024,伊藤孝江,いとうたかえ,公明党,,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/238,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/25,技能実習,1,公明党,True
121315206X01720240611_243,213,参議院,法務委員会,第17号,2024-06-11,2024,丸山秀治,,,出入国在留管理庁次長,,https://kokkai.ndl.go.jp/txt/121315206X01720240611/243,https://kokkai.ndl.go.jp/txt/121315206X01720240611,https://kokkai.ndl.go.jp/img/121315206X01720240611/26,技能実習,1,,False
