period,period_date,pref_code,prefecture,status_code,residence_status,n_residents,is_unknown_pref
2017-12,2017-12-31,27,大阪府,11,経営・管理,2031,False
2017-12,2017-12-31,27,大阪府,13,医療,278,False
2017-12,2017-12-31,27,大阪府,14,研究,68,False
2017-12,2017-12-31,27,大阪府,15,教育,622,False
2017-12,2017-12-31,27,大阪府,16,技術・人文知識・国際業務,15147,False
2017-12,2017-12-31,27,大阪府,17,企業内転勤,789,False
2017-12,2017-12-31,27,大阪府,18,介護,1,False
2017-12,2017-12-31,27,大阪府,19,興行,205,False
2017-12,2017-12-31,27,大阪府,20,技能,1877,False
2017-12,2017-12-31,27,大阪府,23,技能実習１号イ,122,False
2017-12,2017-12-31,27,大阪府,24,技能実習１号ロ,4870,False
2017-12,2017-12-31,27,大阪府,25,技能実習２号イ,102,False
2017-12,2017-12-31,27,大阪府,26,技能実習２号ロ,5543,False
2017-12,2017-12-31,27,大阪府,29,文化活動,196,False
2017-12,2017-12-31,27,大阪府,31,留学,26799,False
2017-12,2017-12-31,27,大阪府,32,研修,160,False
2017-12,2017-12-31,27,大阪府,33,家族滞在,9979,False
2017-12,2017-12-31,27,大阪府,34,特定活動,3386,False
2017-12,2017-12-31,27,大阪府,35,永住者,48370,False
2017-12,2017-12-31,27,大阪府,36,日本人の配偶者等,9227,False
2017-12,2017-12-31,27,大阪府,37,永住者の配偶者等,2595,False
2017-12,2017-12-31,27,大阪府,38,定住者,9355,False
2017-12,2017-12-31,27,大阪府,39,特別永住者,85500,False
2017-12,2017-12-31,28,兵庫県,03,教授,228,False
2017-12,2017-12-31,28,兵庫県,04,芸術,4,False
2017-12,2017-12-31,28,兵庫県,05,宗教,328,False
2017-12,2017-12-31,28,兵庫県,07,高度専門職１号イ,38,False
2017-12,2017-12-31,28,兵庫県,08,高度専門職１号ロ,77,False
2017-12,2017-12-31,28,兵庫県,09,高度専門職１号ハ,7,False
2017-12,2017-12-31,28,兵庫県,10,高度専門職２号,1,False
2017-12,2017-12-31,28,兵庫県,11,経営・管理,553,False
2017-12,2017-12-31,28,兵庫県,13,医療,54,False
2017-12,2017-12-31,28,兵庫県,14,研究,64,False
2017-12,2017-12-31,28,兵庫県,15,教育,593,False
2017-12,2017-12-31,28,兵庫県,16,技術・人文知識・国際業務,4381,False
2017-12,2017-12-31,28,兵庫県,17,企業内転勤,326,False
2017-12,2017-12-31,28,兵庫県,18,介護,1,False
2017-12,2017-12-31,28,兵庫県,19,興行,54,False
2017-12,2017-12-31,28,兵庫県,20,技能,892,False
2017-12,2017-12-31,28,兵庫県,23,技能実習１号イ,203,False
2017-12,2017-12-31,28,兵庫県,24,技能実習１号ロ,3789,False
2017-12,2017-12-31,28,兵庫県,25,技能実習２号イ,123,False
2017-12,2017-12-31,28,兵庫県,26,技能実習２号ロ,4624,False
2017-12,2017-12-31,28,兵庫県,28,技能実習３号ロ,2,False
2017-12,2017-12-31,28,兵庫県,29,文化活動,81,False
2017-12,2017-12-31,28,兵庫県,31,留学,10213,False
2017-12,2017-12-31,28,兵庫県,32,研修,31,False
2017-12,2017-12-31,28,兵庫県,33,家族滞在,4649,False
2017-12,2017-12-31,28,兵庫県,34,特定活動,907,False
2017-12,2017-12-31,28,兵庫県,35,永住者,24630,False
2017-12,2017-12-31,28,兵庫県,36,日本人の配偶者等,4116,False
2017-12,2017-12-31,28,兵庫県,37,永住者の配偶者等,1032,False
2017-12,2017-12-31,28,兵庫県,38,定住者,4370,False
2017-12,2017-12-31,28,兵庫県,39,特別永住者,39242,False
2017-12,2017-12-31,29,奈良県,03,教授,40,False
2017-12,2017-12-31,29,奈良県,04,芸術,2,False
2017-12,2017-12-31,29,奈良県,05,宗教,47,False
2017-12,2017-12-31,29,奈良県,07,高度専門職１号イ,9,False
2017-12,2017-12-31,29,奈良県,08,高度専門職１号ロ,4,False
2017-12,2017-12-31,29,奈良県,10,高度専門職２号,1,False
2017-12,2017-12-31,29,奈良県,11,経営・管理,42,False
2017-12,2017-12-31,29,奈良県,13,医療,26,False
2017-12,2017-12-31,29,奈良県,14,研究,25,False
2017-12,2017-12-31,29,奈良県,15,教育,74,False
2017-12,2017-12-31,29,奈良県,16,技術・人文知識・国際業務,521,False
2017-12,2017-12-31,29,奈良県,17,企業内転勤,36,False
2017-12,2017-12-31,29,奈良県,18,介護,1,False
2017-12,2017-12-31,29,奈良県,19,興行,4,False
2017-12,2017-12-31,29,奈良県,20,技能,128,False
2017-12,2017-12-31,29,奈良県,23,技能実習１号イ,13,False
2017-12,2017-12-31,29,奈良県,24,技能実習１号ロ,809,False
2017-12,2017-12-31,29,奈良県,25,技能実習２号イ,7,False
2017-12,2017-12-31,29,奈良県,26,技能実習２号ロ,995,False
2017-12,2017-12-31,29,奈良県,29,文化活動,20,False
2017-12,2017-12-31,29,奈良県,31,留学,1081,False
2017-12,2017-12-31,29,奈良県,32,研修,1,False
2017-12,2017-12-31,29,奈良県,33,家族滞在,476,False
2017-12,2017-12-31,29,奈良県,34,特定活動,153,False
2017-12,2017-12-31,29,奈良県,35,永住者,3138,False
2017-12,2017-12-31,29,奈良県,36,日本人の配偶者等,760,False
2017-12,2017-12-31,29,奈良県,37,永住者の配偶者等,94,False
2017-12,2017-12-31,29,奈良県,38,定住者,414,False
2017-12,2017-12-31,29,奈良県,39,特別永住者,3000,False
2017-12,2017-12-31,30,和歌山県,03,教授,10,False
2017-12,2017-12-31,30,和歌山県,04,芸術,1,False
2017-12,2017-12-31,30,和歌山県,05,宗教,10,False
2017-12,2017-12-31,30,和歌山県,07,高度専門職１号イ,6,False
2017-12,2017-12-31,30,和歌山県,11,経営・管理,24,False
2017-12,2017-12-31,30,和歌山県,13,医療,20,False
2017-12,2017-12-31,30,和歌山県,14,研究,4,False
2017-12,2017-12-31,30,和歌山県,15,教育,70,False
2017-12,2017-12-31,30,和歌山県,16,技術・人文知識・国際業務,217,False
2017-12,2017-12-31,30,和歌山県,17,企業内転勤,11,False
2017-12,2017-12-31,30,和歌山県,19,興行,1,False
2017-12,2017-12-31,30,和歌山県,20,技能,68,False
2017-12,2017-12-31,30,和歌山県,23,技能実習１号イ,22,False
2017-12,2017-12-31,30,和歌山県,24,技能実習１号ロ,389,False
2017-12,2017-12-31,30,和歌山県,25,技能実習２号イ,5,False
2017-12,2017-12-31,30,和歌山県,26,技能実習２号ロ,476,False
2017-12,2017-12-31,30,和歌山県,29,文化活動,13,False
2017-12,2017-12-31,30,和歌山県,31,留学,388,False
2017-12,2017-12-31,30,和歌山県,32,研修,12,False
2017-12,2017-12-31,30,和歌山県,33,家族滞在,152,False
2017-12,2017-12-31,30,和歌山県,34,特定活動,101,False
2017-12,2017-12-31,30,和歌山県,35,永住者,1661,False
2017-12,2017-12-31,30,和歌山県,36,日本人の配偶者等,534,False
2017-12,2017-12-31,30,和歌山県,37,永住者の配偶者等,38,False
2017-12,2017-12-31,30,和歌山県,38,定住者,367,False
2017-12,2017-12-31,30,和歌山県,39,特別永住者,1807,False
2017-12,2017-12-31,31,鳥取県,03,教授,28,False
2017-12,2017-12-31,31,鳥取県,04,芸術,1,False
2017-12,2017-12-31,31,鳥取県,05,宗教,3,False
2017-12,2017-12-31,31,鳥取県,07,高度専門職１号イ,2,False
2017-12,2017-12-31,31,鳥取県,11,経営・管理,22,False
2017-12,2017-12-31,31,鳥取県,13,医療,2,False
2017-12,2017-12-31,31,鳥取県,15,教育,79,False
2017-12,2017-12-31,31,鳥取県,16,技術・人文知識・国際業務,134,False
2017-12,2017-12-31,31,鳥取県,17,企業内転勤,5,False
2017-12,2017-12-31,31,鳥取県,19,興行,4,False
2017-12,2017-12-31,31,鳥取県,20,技能,51,False
2017-12,2017-12-31,31,鳥取県,23,技能実習１号イ,80,False
2017-12,2017-12-31,31,鳥取県,24,技能実習１号ロ,492,False
2017-12,2017-12-31,31,鳥取県,25,技能実習２号イ,7,False
2017-12,2017-12-31,31,鳥取県,26,技能実習２号ロ,799,False
2017-12,2017-12-31,31,鳥取県,29,文化活動,5,False
2017-12,2017-12-31,31,鳥取県,31,留学,261,False
2017-12,2017-12-31,31,鳥取県,32,研修,10,False
2017-12,2017-12-31,31,鳥取県,33,家族滞在,163,False
2017-12,2017-12-31,31,鳥取県,34,特定活動,25,False
2017-12,2017-12-31,31,鳥取県,35,永住者,989,False
2017-12,2017-12-31,31,鳥取県,36,日本人の配偶者等,220,False
2017-12,2017-12-31,31,鳥取県,37,永住者の配偶者等,16,False
2017-12,2017-12-31,31,鳥取県,38,定住者,115,False
2017-12,2017-12-31,31,鳥取県,39,特別永住者,872,False
2017-12,2017-12-31,32,島根県,03,教授,25,False
2017-12,2017-12-31,32,島根県,04,芸術,1,False
2017-12,2017-12-31,32,島根県,05,宗教,2,False
2017-12,2017-12-31,32,島根県,07,高度専門職１号イ,3,False
2017-12,2017-12-31,32,島根県,10,高度専門職２号,1,False
2017-12,2017-12-31,32,島根県,11,経営・管理,6,False
2017-12,2017-12-31,32,島根県,13,医療,2,False
2017-12,2017-12-31,32,島根県,15,教育,85,False
2017-12,2017-12-31,32,島根県,16,技術・人文知識・国際業務,136,False
2017-12,2017-12-31,32,島根県,17,企業内転勤,3,False
2017-12,2017-12-31,32,島根県,19,興行,9,False
2017-12,2017-12-31,32,島根県,20,技能,56,False
2017-12,2017-12-31,32,島根県,23,技能実習１号イ,28,False
2017-12,2017-12-31,32,島根県,24,技能実習１号ロ,682,False
2017-12,2017-12-31,32,島根県,25,技能実習２号イ,10,False
2017-12,2017-12-31,32,島根県,26,技能実習２号ロ,1058,False
2017-12,2017-12-31,32,島根県,29,文化活動,10,False
2017-12,2017-12-31,32,島根県,31,留学,309,False
2017-12,2017-12-31,32,島根県,32,研修,3,False
2017-12,2017-12-31,32,島根県,33,家族滞在,190,False
2017-12,2017-12-31,32,島根県,34,特定活動,14,False
2017-12,2017-12-31,32,島根県,35,永住者,1923,False
2017-12,2017-12-31,32,島根県,36,日本人の配偶者等,859,False
2017-12,2017-12-31,32,島根県,37,永住者の配偶者等,40,False
2017-12,2017-12-31,32,島根県,38,定住者,1999,False
2017-12,2017-12-31,32,島根県,39,特別永住者,587,False
2017-12,2017-12-31,33,岡山県,03,教授,71,False
2017-12,2017-12-31,33,岡山県,04,芸術,2,False
2017-12,2017-12-31,33,岡山県,05,宗教,18,False
2017-12,2017-12-31,33,岡山県,07,高度専門職１号イ,7,False
2017-12,2017-12-31,33,岡山県,08,高度専門職１号ロ,12,False
2017-12,2017-12-31,33,岡山県,11,経営・管理,116,False
2017-12,2017-12-31,33,岡山県,13,医療,23,False
2017-12,2017-12-31,33,岡山県,14,研究,9,False
2017-12,2017-12-31,33,岡山県,15,教育,200,False
2017-12,2017-12-31,33,岡山県,16,技術・人文知識・国際業務,1107,False
2017-12,2017-12-31,33,岡山県,17,企業内転勤,78,False
2017-12,2017-12-31,33,岡山県,19,興行,66,False
2017-12,2017-12-31,33,岡山県,20,技能,223,False
2017-12,2017-12-31,33,岡山県,23,技能実習１号イ,210,False
2017-12,2017-12-31,33,岡山県,24,技能実習１号ロ,3101,False
2017-12,2017-12-31,33,岡山県,25,技能実習２号イ,227,False
2017-12,2017-12-31,33,岡山県,26,技能実習２号ロ,3898,False
2017-12,2017-12-31,33,岡山県,29,文化活動,52,False
2017-12,2017-12-31,33,岡山県,31,留学,3742,False
2017-12,2017-12-31,33,岡山県,32,研修,15,False
2017-12,2017-12-31,33,岡山県,33,家族滞在,976,False
2017-12,2017-12-31,33,岡山県,34,特定活動,398,False
2017-12,2017-12-31,33,岡山県,35,永住者,4870,False
2017-12,2017-12-31,33,岡山県,36,日本人の配偶者等,1210,False
2017-12,2017-12-31,33,岡山県,37,永住者の配偶者等,139,False
2017-12,2017-12-31,33,岡山県,38,定住者,666,False
2017-12,2017-12-31,33,岡山県,39,特別永住者,4508,False
2017-12,2017-12-31,34,広島県,03,教授,124,False
2017-12,2017-12-31,34,広島県,05,宗教,49,False
2017-12,2017-12-31,34,広島県,07,高度専門職１号イ,13,False
2017-12,2017-12-31,34,広島県,08,高度専門職１号ロ,21,False
2017-12,2017-12-31,34,広島県,11,経営・管理,112,False
2017-12,2017-12-31,34,広島県,13,医療,21,False
2017-12,2017-12-31,34,広島県,14,研究,11,False
2017-12,2017-12-31,34,広島県,15,教育,244,False
2017-12,2017-12-31,34,広島県,16,技術・人文知識・国際業務,1960,False
2017-12,2017-12-31,34,広島県,17,企業内転勤,242,False
2017-12,2017-12-31,34,広島県,19,興行,116,False
2017-12,2017-12-31,34,広島県,20,技能,349,False
2017-12,2017-12-31,34,広島県,23,技能実習１号イ,336,False
2017-12,2017-12-31,34,広島県,24,技能実習１号ロ,5573,False
2017-12,2017-12-31,34,広島県,25,技能実習２号イ,368,False
2017-12,2017-12-31,34,広島県,26,技能実習２号ロ,7563,False
2017-12,2017-12-31,34,広島県,29,文化活動,44,False
2017-12,2017-12-31,34,広島県,31,留学,4707,False
2017-12,2017-12-31,34,広島県,32,研修,37,False
2017-12,2017-12-31,34,広島県,33,家族滞在,2169,False
2017-12,2017-12-31,34,広島県,34,特定活動,1053,False
2017-12,2017-12-31,34,広島県,35,永住者,12491,False
2017-12,2017-12-31,34,広島県,36,日本人の配偶者等,1683,False
2017-12,2017-12-31,34,広島県,37,永住者の配偶者等,487,False
2017-12,2017-12-31,34,広島県,38,定住者,1943,False
2017-12,2017-12-31,34,広島県,39,特別永住者,7352,False
2017-12,2017-12-31,35,山口県,03,教授,31,False
2017-12,2017-12-31,35,山口県,05,宗教,36,False
2017-12,2017-12-31,35,山口県,07,高度専門職１号イ,3,False
2017-12,2017-12-31,35,山口県,08,高度専門職１号ロ,3,False
2017-12,2017-12-31,35,山口県,11,経営・管理,37,False
2017-12,2017-12-31,35,山口県,13,医療,2,False
2017-12,2017-12-31,35,山口県,14,研究,1,False
2017-12,2017-12-31,35,山口県,15,教育,92,False
2017-12,2017-12-31,35,山口県,16,技術・人文知識・国際業務,366,False
2017-12,2017-12-31,35,山口県,17,企業内転勤,32,False
2017-12,2017-12-31,35,山口県,19,興行,25,False
2017-12,2017-12-31,35,山口県,20,技能,111,False
2017-12,2017-12-31,35,山口県,23,技能実習１号イ,20,False
2017-12,2017-12-31,35,山口県,24,技能実習１号ロ,1540,False
2017-12,2017-12-31,35,山口県,25,技能実習２号イ,48,False
2017-12,2017-12-31,35,山口県,26,技能実習２号ロ,2180,False
2017-12,2017-12-31,35,山口県,29,文化活動,23,False
2017-12,2017-12-31,35,山口県,31,留学,1690,False
2017-12,2017-12-31,35,山口県,32,研修,7,False
2017-12,2017-12-31,35,山口県,33,家族滞在,452,False
2017-12,2017-12-31,35,山口県,34,特定活動,166,False
2017-12,2017-12-31,35,山口県,35,永住者,2404,False
2017-12,2017-12-31,35,山口県,36,日本人の配偶者等,546,False
2017-12,2017-12-31,35,山口県,37,永住者の配偶者等,57,False
2017-12,2017-12-31,35,山口県,38,定住者,262,False
2017-12,2017-12-31,35,山口県,39,特別永住者,5432,False
2017-12,2017-12-31,36,徳島県,03,教授,29,False
2017-12,2017-12-31,36,徳島県,05,宗教,5,False
2017-12,2017-12-31,36,徳島県,07,高度専門職１号イ,2,False
2017-12,2017-12-31,36,徳島県,08,高度専門職１号ロ,1,False
2017-12,2017-12-31,36,徳島県,10,高度専門職２号,1,False
2017-12,2017-12-31,36,徳島県,11,経営・管理,22,False
2017-12,2017-12-31,36,徳島県,13,医療,10,False
2017-12,2017-12-31,36,徳島県,14,研究,1,False
2017-12,2017-12-31,36,徳島県,15,教育,92,False
2017-12,2017-12-31,36,徳島県,16,技術・人文知識・国際業務,122,False
2017-12,2017-12-31,36,徳島県,17,企業内転勤,5,False
2017-12,2017-12-31,36,徳島県,19,興行,12,False
2017-12,2017-12-31,36,徳島県,20,技能,93,False
2017-12,2017-12-31,36,徳島県,23,技能実習１号イ,10,False
2017-12,2017-12-31,36,徳島県,24,技能実習１号ロ,993,False
2017-12,2017-12-31,36,徳島県,25,技能実習２号イ,5,False
2017-12,2017-12-31,36,徳島県,26,技能実習２号ロ,1503,False
2017-12,2017-12-31,36,徳島県,29,文化活動,7,False
2017-12,2017-12-31,36,徳島県,31,留学,372,False
2017-12,2017-12-31,36,徳島県,32,研修,4,False
2017-12,2017-12-31,36,徳島県,33,家族滞在,226,False
2017-12,2017-12-31,36,徳島県,34,特定活動,206,False
2017-12,2017-12-31,36,徳島県,35,永住者,1218,False
2017-12,2017-12-31,36,徳島県,36,日本人の配偶者等,321,False
2017-12,2017-12-31,36,徳島県,37,永住者の配偶者等,35,False
2017-12,2017-12-31,36,徳島県,38,定住者,161,False
2017-12,2017-12-31,36,徳島県,39,特別永住者,183,False
2017-12,2017-12-31,37,香川県,03,教授,15,False
2017-12,2017-12-31,37,香川県,04,芸術,1,False
2017-12,2017-12-31,37,香川県,05,宗教,17,False
2017-12,2017-12-31,37,香川県,07,高度専門職１号イ,1,False
2017-12,2017-12-31,37,香川県,08,高度専門職１号ロ,1,False
2017-12,2017-12-31,37,香川県,11,経営・管理,26,False
2017-12,2017-12-31,37,香川県,13,医療,1,False
2017-12,2017-12-31,37,香川県,14,研究,2,False
2017-12,2017-12-31,37,香川県,15,教育,68,False
2017-12,2017-12-31,37,香川県,16,技術・人文知識・国際業務,377,False
2017-12,2017-12-31,37,香川県,17,企業内転勤,45,False
2017-12,2017-12-31,37,香川県,19,興行,8,False
2017-12,2017-12-31,37,香川県,20,技能,101,False
2017-12,2017-12-31,37,香川県,23,技能実習１号イ,287,False
2017-12,2017-12-31,37,香川県,24,技能実習１号ロ,1895,False
2017-12,2017-12-31,37,香川県,25,技能実習２号イ,288,False
2017-12,2017-12-31,37,香川県,26,技能実習２号ロ,2436,False
2017-12,2017-12-31,37,香川県,29,文化活動,8,False
2017-12,2017-12-31,37,香川県,31,留学,542,False
2017-12,2017-12-31,37,香川県,32,研修,7,False
2017-12,2017-12-31,37,香川県,33,家族滞在,267,False
2017-12,2017-12-31,37,香川県,34,特定活動,665,False
2017-12,2017-12-31,37,香川県,35,永住者,2581,False
2017-12,2017-12-31,37,香川県,36,日本人の配偶者等,554,False
2017-12,2017-12-31,37,香川県,37,永住者の配偶者等,108,False
2017-12,2017-12-31,37,香川県,38,定住者,679,False
2017-12,2017-12-31,37,香川県,39,特別永住者,656,False
2017-12,2017-12-31,38,愛媛県,03,教授,42,False
2017-12,2017-12-31,38,愛媛県,05,宗教,3,False
2017-12,2017-12-31,38,愛媛県,07,高度専門職１号イ,6,False
2017-12,2017-12-31,38,愛媛県,08,高度専門職１号ロ,7,False
2017-12,2017-12-31,38,愛媛県,10,高度専門職２号,1,False
2017-12,2017-12-31,38,愛媛県,11,経営・管理,29,False
2017-12,2017-12-31,38,愛媛県,14,研究,1,False
2017-12,2017-12-31,38,愛媛県,15,教育,117,False
2017-12,2017-12-31,38,愛媛県,16,技術・人文知識・国際業務,449,False
2017-12,2017-12-31,38,愛媛県,17,企業内転勤,163,False
2017-12,2017-12-31,38,愛媛県,19,興行,14,False
2017-12,2017-12-31,38,愛媛県,20,技能,110,False
2017-12,2017-12-31,38,愛媛県,23,技能実習１号イ,145,False
2017-12,2017-12-31,38,愛媛県,24,技能実習１号ロ,2189,False
2017-12,2017-12-31,38,愛媛県,25,技能実習２号イ,199,False
2017-12,2017-12-31,38,愛媛県,26,技能実習２号ロ,3220,False
2017-12,2017-12-31,38,愛媛県,29,文化活動,9,False
2017-12,2017-12-31,38,愛媛県,31,留学,596,False
2017-12,2017-12-31,38,愛媛県,32,研修,13,False
2017-12,2017-12-31,38,愛媛県,33,家族滞在,378,False
2017-12,2017-12-31,38,愛媛県,34,特定活動,472,False
2017-12,2017-12-31,38,愛媛県,35,永住者,1816,False
2017-12,2017-12-31,38,愛媛県,36,日本人の配偶者等,530,False
2017-12,2017-12-31,38,愛媛県,37,永住者の配偶者等,55,False
2017-12,2017-12-31,38,愛媛県,38,定住者,228,False
2017-12,2017-12-31,38,愛媛県,39,特別永住者,953,False
2017-12,2017-12-31,39,高知県,03,教授,21,False
2017-12,2017-12-31,39,高知県,05,宗教,2,False
2017-12,2017-12-31,39,高知県,11,経営・管理,7,False
2017-12,2017-12-31,39,高知県,13,医療,8,False
2017-12,2017-12-31,39,高知県,14,研究,1,False
2017-12,2017-12-31,39,高知県,15,教育,116,False
2017-12,2017-12-31,39,高知県,16,技術・人文知識・国際業務,76,False
2017-12,2017-12-31,39,高知県,17,企業内転勤,10,False
2017-12,2017-12-31,39,高知県,19,興行,11,False
2017-12,2017-12-31,39,高知県,20,技能,52,False
2017-12,2017-12-31,39,高知県,23,技能実習１号イ,6,False
2017-12,2017-12-31,39,高知県,24,技能実習１号ロ,588,False
2017-12,2017-12-31,39,高知県,25,技能実習２号イ,3,False
2017-12,2017-12-31,39,高知県,26,技能実習２号ロ,758,False
2017-12,2017-12-31,39,高知県,29,文化活動,6,False
2017-12,2017-12-31,39,高知県,31,留学,726,False
2017-12,2017-12-31,39,高知県,32,研修,3,False
2017-12,2017-12-31,39,高知県,33,家族滞在,109,False
2017-12,2017-12-31,39,高知県,34,特定活動,54,False
2017-12,2017-12-31,39,高知県,35,永住者,944,False
2017-12,2017-12-31,39,高知県,36,日本人の配偶者等,289,False
2017-12,2017-12-31,39,高知県,37,永住者の配偶者等,14,False
2017-12,2017-12-31,39,高知県,38,定住者,93,False
2017-12,2017-12-31,39,高知県,39,特別永住者,435,False
2017-12,2017-12-31,40,福岡県,03,教授,338,False
2017-12,2017-12-31,40,福岡県,04,芸術,16,False
2017-12,2017-12-31,40,福岡県,05,宗教,263,False
2017-12,2017-12-31,40,福岡県,07,高度専門職１号イ,73,False
2017-12,2017-12-31,40,福岡県,08,高度専門職１号ロ,62,False
2017-12,2017-12-31,40,福岡県,09,高度専門職１号ハ,4,False
2017-12,2017-12-31,40,福岡県,10,高度専門職２号,1,False
2017-12,2017-12-31,40,福岡県,11,経営・管理,835,False
2017-12,2017-12-31,40,福岡県,12,法律・会計業務,1,False
2017-12,2017-12-31,40,福岡県,13,医療,24,False
2017-12,2017-12-31,40,福岡県,14,研究,14,False
2017-12,2017-12-31,40,福岡県,15,教育,316,False
2017-12,2017-12-31,40,福岡県,16,技術・人文知識・国際業務,4806,False
2017-12,2017-12-31,40,福岡県,17,企業内転勤,271,False
2017-12,2017-12-31,40,福岡県,18,介護,1,False
2017-12,2017-12-31,40,福岡県,19,興行,168,False
2017-12,2017-12-31,40,福岡県,20,技能,670,False
2017-12,2017-12-31,40,福岡県,23,技能実習１号イ,279,False
2017-12,2017-12-31,40,福岡県,24,技能実習１号ロ,4433,False
2017-12,2017-12-31,40,福岡県,25,技能実習２号イ,81,False
2017-12,2017-12-31,40,福岡県,26,技能実習２号ロ,4377,False
2017-12,2017-12-31,40,福岡県,29,文化活動,126,False
2017-12,2017-12-31,40,福岡県,31,留学,19094,False
2017-12,2017-12-31,40,福岡県,32,研修,46,False
2017-12,2017-12-31,40,福岡県,33,家族滞在,4709,False
2017-12,2017-12-31,40,福岡県,34,特定活動,867,False
2017-12,2017-12-31,40,福岡県,35,永住者,13058,False
2017-12,2017-12-31,40,福岡県,36,日本人の配偶者等,3118,False
2017-12,2017-12-31,40,福岡県,37,永住者の配偶者等,430,False
2017-12,2017-12-31,40,福岡県,38,定住者,1384,False
2017-12,2017-12-31,40,福岡県,39,特別永住者,12174,False
2017-12,2017-12-31,41,佐賀県,03,教授,18,False
2017-12,2017-12-31,41,佐賀県,04,芸術,1,False
2017-12,2017-12-31,41,佐賀県,05,宗教,16,False
2017-12,2017-12-31,41,佐賀県,07,高度専門職１号イ,2,False
2017-12,2017-12-31,41,佐賀県,08,高度専門職１号ロ,4,False
2017-12,2017-12-31,41,佐賀県,11,経営・管理,30,False
2017-12,2017-12-31,41,佐賀県,13,医療,2,False
2017-12,2017-12-31,41,佐賀県,14,研究,2,False
2017-12,2017-12-31,41,佐賀県,15,教育,61,False
2017-12,2017-12-31,41,佐賀県,16,技術・人文知識・国際業務,252,False
2017-12,2017-12-31,41,佐賀県,17,企業内転勤,15,False
2017-12,2017-12-31,41,佐賀県,18,介護,1,False
2017-12,2017-12-31,41,佐賀県,19,興行,22,False
2017-12,2017-12-31,41,佐賀県,20,技能,78,False
2017-12,2017-12-31,41,佐賀県,23,技能実習１号イ,17,False
2017-12,2017-12-31,41,佐賀県,24,技能実習１号ロ,957,False
2017-12,2017-12-31,41,佐賀県,25,技能実習２号イ,27,False
2017-12,2017-12-31,41,佐賀県,26,技能実習２号ロ,1156,False
2017-12,2017-12-31,41,佐賀県,29,文化活動,17,False
2017-12,2017-12-31,41,佐賀県,31,留学,864,False
2017-12,2017-12-31,41,佐賀県,32,研修,4,False
2017-12,2017-12-31,41,佐賀県,33,家族滞在,257,False
2017-12,2017-12-31,41,佐賀県,34,特定活動,80,False
2017-12,2017-12-31,41,佐賀県,35,永住者,1021,False
2017-12,2017-12-31,41,佐賀県,36,日本人の配偶者等,242,False
2017-12,2017-12-31,41,佐賀県,37,永住者の配偶者等,9,False
2017-12,2017-12-31,41,佐賀県,38,定住者,107,False
2017-12,2017-12-31,41,佐賀県,39,特別永住者,493,False
2017-12,2017-12-31,42,長崎県,03,教授,58,False
2017-12,2017-12-31,42,長崎県,04,芸術,1,False
2017-12,2017-12-31,42,長崎県,05,宗教,34,False
2017-12,2017-12-31,42,長崎県,07,高度専門職１号イ,4,False
2017-12,2017-12-31,42,長崎県,11,経営・管理,48,False
2017-12,2017-12-31,42,長崎県,13,医療,2,False
2017-12,2017-12-31,42,長崎県,14,研究,2,False
2017-12,2017-12-31,42,長崎県,15,教育,193,False
2017-12,2017-12-31,42,長崎県,16,技術・人文知識・国際業務,622,False
2017-12,2017-12-31,42,長崎県,17,企業内転勤,132,False
2017-12,2017-12-31,42,長崎県,19,興行,58,False
2017-12,2017-12-31,42,長崎県,20,技能,293,False
2017-12,2017-12-31,42,長崎県,23,技能実習１号イ,32,False
2017-12,2017-12-31,42,長崎県,24,技能実習１号ロ,983,False
2017-12,2017-12-31,42,長崎県,25,技能実習２号イ,70,False
2017-12,2017-12-31,42,長崎県,26,技能実習２号ロ,1750,False
2017-12,2017-12-31,42,長崎県,29,文化活動,21,False
2017-12,2017-12-31,42,長崎県,31,留学,1996,False
2017-12,2017-12-31,42,長崎県,32,研修,19,False
2017-12,2017-12-31,42,長崎県,33,家族滞在,427,False
2017-12,2017-12-31,42,長崎県,34,特定活動,334,False
2017-12,2017-12-31,42,長崎県,35,永住者,1763,False
2017-12,2017-12-31,42,長崎県,36,日本人の配偶者等,526,False
2017-12,2017-12-31,42,長崎県,37,永住者の配偶者等,45,False
2017-12,2017-12-31,42,長崎県,38,定住者,170,False
2017-12,2017-12-31,42,長崎県,39,特別永住者,635,False
2017-12,2017-12-31,43,熊本県,03,教授,69,False
2017-12,2017-12-31,43,熊本県,04,芸術,5,False
2017-12,2017-12-31,43,熊本県,05,宗教,20,False
2017-12,2017-12-31,43,熊本県,07,高度専門職１号イ,3,False
2017-12,2017-12-31,43,熊本県,08,高度専門職１号ロ,8,False
2017-12,2017-12-31,43,熊本県,11,経営・管理,43,False
2017-12,2017-12-31,43,熊本県,13,医療,9,False
2017-12,2017-12-31,43,熊本県,14,研究,1,False
2017-12,2017-12-31,43,熊本県,15,教育,132,False
2017-12,2017-12-31,43,熊本県,16,技術・人文知識・国際業務,607,False
2017-12,2017-12-31,43,熊本県,17,企業内転勤,52,False
2017-12,2017-12-31,43,熊本県,19,興行,58,False
2017-12,2017-12-31,43,熊本県,20,技能,181,False
2017-12,2017-12-31,43,熊本県,23,技能実習１号イ,62,False
2017-12,2017-12-31,43,熊本県,24,技能実習１号ロ,2869,False
2017-12,2017-12-31,43,熊本県,25,技能実習２号イ,58,False
