election_id,election_type,election_date,election_year,pref_code,prefecture,party,votes,vote_share_pct
2013_sangiin,sangiin_pr,2013-07-21,2013,39,高知県,公明党,55212.859,18.39
2013_sangiin,sangiin_pr,2013-07-21,2013,40,福岡県,自由民主党,687499.013,34.63
2013_sangiin,sangiin_pr,2013-07-21,2013,40,福岡県,民主党,251154.64,12.65
2013_sangiin,sangiin_pr,2013-07-21,2013,40,福岡県,日本維新の会,223484.2,11.26
2013_sangiin,sangiin_pr,2013-07-21,2013,40,福岡県,公明党,390782.304,19.69
2013_sangiin,sangiin_pr,2013-07-21,2013,41,佐賀県,自由民主党,150681.506,43.41
2013_sangiin,sangiin_pr,2013-07-21,2013,41,佐賀県,民主党,52296.331,15.07
2013_sangiin,sangiin_pr,2013-07-21,2013,41,佐賀県,日本維新の会,30933.008,8.91
2013_sangiin,sangiin_pr,2013-07-21,2013,41,佐賀県,公明党,50850.828,14.65
2013_sangiin,sangiin_pr,2013-07-21,2013,42,長崎県,自由民主党,222481.223,36.82
2013_sangiin,sangiin_pr,2013-07-21,2013,42,長崎県,民主党,91599.257,15.16
2013_sangiin,sangiin_pr,2013-07-21,2013,42,長崎県,日本維新の会,83432.81,13.81
2013_sangiin,sangiin_pr,2013-07-21,2013,42,長崎県,公明党,91450.183,15.13
2013_sangiin,sangiin_pr,2013-07-21,2013,43,熊本県,自由民主党,313397.934,41.98
2013_sangiin,sangiin_pr,2013-07-21,2013,43,熊本県,民主党,114971.117,15.4
2013_sangiin,sangiin_pr,2013-07-21,2013,43,熊本県,日本維新の会,61416.466,8.23
2013_sangiin,sangiin_pr,2013-07-21,2013,43,熊本県,公明党,128063.594,17.16
2013_sangiin,sangiin_pr,2013-07-21,2013,44,大分県,自由民主党,202785.137,40.14
2013_sangiin,sangiin_pr,2013-07-21,2013,44,大分県,民主党,60350.971,11.95
2013_sangiin,sangiin_pr,2013-07-21,2013,44,大分県,日本維新の会,36668.316,7.26
2013_sangiin,sangiin_pr,2013-07-21,2013,44,大分県,公明党,71402.782,14.13
2013_sangiin,sangiin_pr,2013-07-21,2013,45,宮崎県,自由民主党,180700.351,40.39
2013_sangiin,sangiin_pr,2013-07-21,2013,45,宮崎県,民主党,55365.173,12.37
2013_sangiin,sangiin_pr,2013-07-21,2013,45,宮崎県,日本維新の会,44364.973,9.92
2013_sangiin,sangiin_pr,2013-07-21,2013,45,宮崎県,公明党,85425.231,19.09
2013_sangiin,sangiin_pr,2013-07-21,2013,46,鹿児島県,自由民主党,317063.105,46.72
2013_sangiin,sangiin_pr,2013-07-21,2013,46,鹿児島県,民主党,85593.114,12.61
2013_sangiin,sangiin_pr,2013-07-21,2013,46,鹿児島県,日本維新の会,78763.778,11.61
2013_sangiin,sangiin_pr,2013-07-21,2013,46,鹿児島県,公明党,94508.861,13.92
2013_sangiin,sangiin_pr,2013-07-21,2013,47,沖縄県,自由民主党,140234.685,25.65
2013_sangiin,sangiin_pr,2013-07-21,2013,47,沖縄県,民主党,36431.239,6.66
2013_sangiin,sangiin_pr,2013-07-21,2013,47,沖縄県,日本維新の会,69287.967,12.67
2013_sangiin,sangiin_pr,2013-07-21,2013,47,沖縄県,公明党,90980.453,16.64
2014_shugiin,shugiin_pr,2014-12-14,2014,01,北海道,自由民主党,744748.0,31.975249222996137
2014_shugiin,shugiin_pr,2014-12-14,2014,01,北海道,民主党,688922.0,29.578397854314403
