election_id,election_type,election_date,election_year,pref_code,prefecture,party,votes,vote_share_pct,treat_period,foreign_total,foreign_total_year_ago,foreign_growth_yoy,by_status_intern_low_skill,by_status_long_term,by_status_other,by_status_other_work,by_status_permanent,by_status_skilled_specialist,by_status_specified_skilled,by_status_spouse_japanese,by_status_student,restrictive_score
2013_sangiin,sangiin_pr,2013-07-21,2013,39,高知県,日本維新の会,19684.81,6.56,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,39,高知県,公明党,55212.859,18.39,,,,,,,,,,,,,,0.0
2013_sangiin,sangiin_pr,2013-07-21,2013,40,福岡県,自由民主党,687499.013,34.63,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,40,福岡県,民主党,251154.64,12.65,,,,,,,,,,,,,,-1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,40,福岡県,日本維新の会,223484.2,11.26,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,40,福岡県,公明党,390782.304,19.69,,,,,,,,,,,,,,0.0
2013_sangiin,sangiin_pr,2013-07-21,2013,41,佐賀県,自由民主党,150681.506,43.41,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,41,佐賀県,民主党,52296.331,15.07,,,,,,,,,,,,,,-1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,41,佐賀県,日本維新の会,30933.008,8.91,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,41,佐賀県,公明党,50850.828,14.65,,,,,,,,,,,,,,0.0
2013_sangiin,sangiin_pr,2013-07-21,2013,42,長崎県,自由民主党,222481.223,36.82,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,42,長崎県,民主党,91599.257,15.16,,,,,,,,,,,,,,-1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,42,長崎県,日本維新の会,83432.81,13.81,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,42,長崎県,公明党,91450.183,15.13,,,,,,,,,,,,,,0.0
2013_sangiin,sangiin_pr,2013-07-21,2013,43,熊本県,自由民主党,313397.934,41.98,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,43,熊本県,民主党,114971.117,15.4,,,,,,,,,,,,,,-1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,43,熊本県,日本維新の会,61416.466,8.23,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,43,熊本県,公明党,128063.594,17.16,,,,,,,,,,,,,,0.0
2013_sangiin,sangiin_pr,2013-07-21,2013,44,大分県,自由民主党,202785.137,40.14,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,44,大分県,民主党,60350.971,11.95,,,,,,,,,,,,,,-1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,44,大分県,日本維新の会,36668.316,7.26,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,44,大分県,公明党,71402.782,14.13,,,,,,,,,,,,,,0.0
2013_sangiin,sangiin_pr,2013-07-21,2013,45,宮崎県,自由民主党,180700.351,40.39,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,45,宮崎県,民主党,55365.173,12.37,,,,,,,,,,,,,,-1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,45,宮崎県,日本維新の会,44364.973,9.92,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,45,宮崎県,公明党,85425.231,19.09,,,,,,,,,,,,,,0.0
2013_sangiin,sangiin_pr,2013-07-21,2013,46,鹿児島県,自由民主党,317063.105,46.72,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,46,鹿児島県,民主党,85593.114,12.61,,,,,,,,,,,,,,-1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,46,鹿児島県,日本維新の会,78763.778,11.61,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,46,鹿児島県,公明党,94508.861,13.92,,,,,,,,,,,,,,0.0
2013_sangiin,sangiin_pr,2013-07-21,2013,47,沖縄県,自由民主党,140234.685,25.65,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,47,沖縄県,民主党,36431.239,6.66,,,,,,,,,,,,,,-1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,47,沖縄県,日本維新の会,69287.967,12.67,,,,,,,,,,,,,,1.0
2013_sangiin,sangiin_pr,2013-07-21,2013,47,沖縄県,公明党,90980.453,16.64,,,,,,,,,,,,,,0.0
2014_shugiin,shugiin_pr,2014-12-14,2014,01,北海道,自由民主党,744748.0,31.975249222996137,,,,,,,,,,,,,,1.0
2014_shugiin,shugiin_pr,2014-12-14,2014,01,北海道,民主党,688922.0,29.578397854314403,,,,,,,,,,,,,,-1.0
2014_shugiin,shugiin_pr,2014-12-14,2014,01,北海道,維新の党,247342.0,10.619460667654442,,,,,,,,,,,,,,0.0
2014_shugiin,shugiin_pr,2014-12-14,2014,01,北海道,公明党,307534.0,13.20376327904861,,,,,,,,,,,,,,0.0
2014_shugiin,shugiin_pr,2014-12-14,2014,01,北海道,日本共産党,302251.0,12.976941264561711,,,,,,,,,,,,,,-2.0
2014_shugiin,shugiin_pr,2014-12-14,2014,01,北海道,次世代の党,38342.0,1.646187711424694,,,,,,,,,,,,,,0.0
2014_shugiin,shugiin_pr,2014-12-14,2014,02,青森県,自由民主党,183186.0,38.23719728311465,,,,,,,,,,,,,,1.0
2014_shugiin,shugiin_pr,2014-12-14,2014,02,青森県,民主党,104139.0,21.73737888193572,,,,,,,,,,,,,,-1.0
2014_shugiin,shugiin_pr,2014-12-14,2014,02,青森県,維新の党,71680.0,14.962072981852643,,,,,,,,,,,,,,0.0
2014_shugiin,shugiin_pr,2014-12-14,2014,02,青森県,公明党,57564.0,12.01557992644204,,,,,,,,,,,,,,0.0
2014_shugiin,shugiin_pr,2014-12-14,2014,02,青森県,日本共産党,54709.0,11.41964356534844,,,,,,,,,,,,,,-2.0
2014_shugiin,shugiin_pr,2014-12-14,2014,02,青森県,次世代の党,7800.0,1.6281273613065097,,,,,,,,,,,,,,0.0
2014_shugiin,shugiin_pr,2014-12-14,2014,03,岩手県,自由民主党,167149.0,37.048554621178205,,,,,,,,,,,,,,1.0
2014_shugiin,shugiin_pr,2014-12-14,2014,03,岩手県,民主党,119121.0,26.403154520992462,,,,,,,,,,,,,,-1.0
2014_shugiin,shugiin_pr,2014-12-14,2014,03,岩手県,維新の党,47561.0,10.541889609497254,,,,,,,,,,,,,,0.0
