year,prefecture,house,n_speeches,pct_pro,pct_anti,pct_neutral,stance_score_mean,pct_switcher_speeches
2020,北海道,衆議院,6,33.3,33.3,33.3,0.0,16.7
2020,千葉県,参議院,7,28.6,14.3,57.1,0.143,85.7
2020,千葉県,衆議院,1,0.0,0.0,100.0,0.0,100.0
2020,埼玉県,参議院,3,0.0,0.0,100.0,0.0,0.0
2020,埼玉県,衆議院,2,0.0,50.0,50.0,-0.5,50.0
2020,大分県,参議院,1,100.0,0.0,0.0,1.0,100.0
2020,大分県,衆議院,1,0.0,0.0,100.0,0.0,0.0
2020,大阪府,参議院,7,28.6,42.9,28.6,-0.143,71.4
2020,大阪府,衆議院,12,25.0,33.3,41.7,-0.083,100.0
2020,宮城県,参議院,2,0.0,0.0,100.0,0.0,0.0
2020,宮城県,衆議院,1,0.0,0.0,100.0,0.0,100.0
2020,富山県,参議院,1,100.0,0.0,0.0,1.0,100.0
2020,富山県,衆議院,1,0.0,0.0,100.0,0.0,100.0
2020,山口県,参議院,6,16.7,0.0,83.3,0.167,16.7
2020,山口県,衆議院,1,0.0,0.0,100.0,0.0,0.0
2020,岐阜県,衆議院,6,50.0,16.7,33.3,0.333,0.0
2020,岡山県,参議院,2,0.0,100.0,0.0,-1.0,0.0
2020,岡山県,衆議院,2,0.0,0.0,100.0,0.0,0.0
2020,広島県,衆議院,1,0.0,0.0,100.0,0.0,100.0
2020,徳島県,参議院,1,0.0,100.0,0.0,-1.0,100.0
2020,徳島県,衆議院,1,100.0,0.0,0.0,1.0,100.0
2020,愛媛県,参議院,1,100.0,0.0,0.0,1.0,100.0
2020,愛知県,参議院,12,8.3,41.7,50.0,-0.333,0.0
2020,愛知県,衆議院,3,33.3,66.7,0.0,-0.333,0.0
2020,東京都,参議院,1,0.0,100.0,0.0,-1.0,0.0
2020,東京都,衆議院,6,16.7,0.0,83.3,0.167,0.0
2020,栃木県,参議院,1,0.0,0.0,100.0,0.0,100.0
2020,沖縄県,参議院,4,25.0,0.0,75.0,0.25,0.0
2020,沖縄県,衆議院,2,0.0,0.0,100.0,0.0,50.0
2020,石川県,参議院,1,0.0,100.0,0.0,-1.0,0.0
2020,石川県,衆議院,1,100.0,0.0,0.0,1.0,100.0
2020,神奈川県,参議院,1,0.0,0.0,100.0,0.0,0.0
2020,神奈川県,衆議院,5,20.0,40.0,40.0,-0.2,0.0
2020,福井県,衆議院,3,0.0,0.0,100.0,0.0,0.0
2020,福岡県,参議院,5,80.0,0.0,20.0,0.8,0.0
2020,福岡県,衆議院,1,0.0,0.0,100.0,0.0,0.0
2020,福島県,参議院,5,20.0,0.0,80.0,0.2,0.0
2020,福島県,衆議院,13,15.4,15.4,69.2,0.0,53.8
2020,秋田県,衆議院,1,0.0,100.0,0.0,-1.0,0.0
2020,群馬県,参議院,3,33.3,0.0,66.7,0.333,100.0
2020,群馬県,衆議院,3,33.3,0.0,66.7,0.333,66.7
2020,茨城県,参議院,5,0.0,40.0,60.0,-0.4,20.0
2020,長崎県,衆議院,3,33.3,33.3,33.3,0.0,66.7
2020,静岡県,参議院,2,0.0,0.0,100.0,0.0,0.0
2020,静岡県,衆議院,6,0.0,0.0,100.0,0.0,33.3
2020,香川県,参議院,1,100.0,0.0,0.0,1.0,0.0
2020,香川県,衆議院,3,33.3,33.3,33.3,0.0,0.0
2020,鳥取県,衆議院,1,0.0,0.0,100.0,0.0,0.0
2021,三重県,参議院,7,14.3,0.0,85.7,0.143,14.3
2021,三重県,衆議院,2,50.0,0.0,50.0,0.5,0.0
2021,全国,参議院,49,18.4,40.8,40.8,-0.224,18.4
2021,全国,衆議院,61,14.8,18.0,67.2,-0.033,32.8
2021,兵庫県,参議院,7,57.1,0.0,42.9,0.571,28.6
2021,北海道,衆議院,2,0.0,0.0,100.0,0.0,0.0
2021,千葉県,衆議院,5,0.0,40.0,60.0,-0.4,0.0
2021,埼玉県,参議院,1,0.0,100.0,0.0,-1.0,100.0
2021,埼玉県,衆議院,1,0.0,0.0,100.0,0.0,100.0
2021,大阪府,参議院,3,0.0,0.0,100.0,0.0,66.7
2021,宮城県,参議院,1,0.0,100.0,0.0,-1.0,0.0
2021,富山県,参議院,1,100.0,0.0,0.0,1.0,100.0
2021,富山県,衆議院,1,100.0,0.0,0.0,1.0,100.0
2021,山形県,衆議院,1,100.0,0.0,0.0,1.0,0.0
2021,山梨県,衆議院,2,0.0,50.0,50.0,-0.5,0.0
2021,岐阜県,参議院,1,100.0,0.0,0.0,1.0,100.0
2021,岡山県,参議院,2,0.0,100.0,0.0,-1.0,0.0
2021,徳島県,参議院,1,0.0,0.0,100.0,0.0,0.0
2021,愛媛県,衆議院,3,33.3,33.3,33.3,0.0,0.0
2021,愛知県,参議院,6,50.0,16.7,33.3,0.333,0.0
2021,愛知県,衆議院,4,50.0,0.0,50.0,0.5,50.0
2021,東京都,参議院,4,75.0,0.0,25.0,0.75,0.0
2021,東京都,衆議院,4,0.0,0.0,100.0,0.0,50.0
2021,熊本県,参議院,6,33.3,0.0,66.7,0.333,100.0
2021,神奈川県,参議院,6,16.7,50.0,33.3,-0.333,0.0
2021,神奈川県,衆議院,5,0.0,20.0,80.0,-0.2,100.0
2021,福井県,衆議院,7,14.3,0.0,85.7,0.143,57.1
2021,福岡県,参議院,2,0.0,50.0,50.0,-0.5,0.0
2021,福岡県,衆議院,2,0.0,0.0,100.0,0.0,0.0
2021,群馬県,衆議院,1,0.0,0.0,100.0,0.0,0.0
2021,茨城県,参議院,3,33.3,33.3,33.3,0.0,33.3
2021,茨城県,衆議院,6,16.7,16.7,66.7,0.0,83.3
2021,静岡県,参議院,12,16.7,0.0,83.3,0.167,0.0
2021,静岡県,衆議院,13,30.8,7.7,61.5,0.231,0.0
2021,香川県,参議院,3,0.0,33.3,66.7,-0.333,0.0
2021,香川県,衆議院,4,0.0,75.0,25.0,-0.75,0.0
2022,三重県,参議院,2,100.0,0.0,0.0,1.0,50.0
2022,京都府,衆議院,2,50.0,0.0,50.0,0.5,0.0
2022,佐賀県,衆議院,3,66.7,0.0,33.3,0.667,0.0
2022,全国,参議院,64,15.6,23.4,60.9,-0.078,7.8
2022,全国,衆議院,70,18.6,18.6,62.9,0.0,28.6
2022,兵庫県,参議院,7,57.1,0.0,42.9,0.571,14.3
2022,兵庫県,衆議院,1,0.0,100.0,0.0,-1.0,0.0
2022,北海道,参議院,1,100.0,0.0,0.0,1.0,0.0
2022,北海道,衆議院,2,50.0,0.0,50.0,0.5,0.0
2022,千葉県,参議院,9,11.1,0.0,88.9,0.111,0.0
2022,千葉県,衆議院,4,0.0,0.0,100.0,0.0,0.0
2022,埼玉県,参議院,3,0.0,33.3,66.7,-0.333,66.7
2022,大阪府,衆議院,1,100.0,0.0,0.0,1.0,100.0
2022,宮城県,衆議院,1,0.0,0.0,100.0,0.0,100.0
